,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Algebra Linear,NOTA Analise Combinatória,NOTA Cálculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algoritmos,NOTA Algorítmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens formais, autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
103,Mestrado/Doutorado,Sistemas Inteligentes e Lógica,47101173484-9,"1,033E+11",1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,24.0
104,Mestrado/Doutorado,Otimização,47101173975-7,"1,011E+11",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0
105,Mestrado/Doutorado,Engenharia de Software,47101175017-5,"1,016E+11",0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,27.0
106,Mestrado/Doutorado,Modelagem Computacional,47101149540-5,"1,046E+11",0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,34.0
107,Mestrado/Doutorado,Engenharia de Software,47101172788-4,"1,014E+11",1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0
108,Mestrado/Doutorado,Tecnologia da Informação,47101164994-4,"1,016E+11",1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,29.0
109,Mestrado/Doutorado,"Banco de Dados/Computação Gráfica, Imagens e Visualização",47101173999-3,"1,053E+11",0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,38.0
110,Mestrado/Doutorado,Outras\Inteligência Artificial,47101176820-8,"1,004E+11",0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,27.0
111,Mestrado/Doutorado,Bancos de Dados,47101147839-6,"1,027E+11",2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,49.0
112,Mestrado/Doutorado,Otimização,47101173353-7,"1,051E+11",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,28.0
113,Mestrado/Doutorado,Tecnologia da Informação,47101148731-5,"1,008E+11",2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,41.0
114,Mestrado/Doutorado,Modelagem Computacional,47101176408-2,"1,052E+11",0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,30.0
115,Mestrado/Doutorado,Inteligência Artificial,47101171493-4,"1,055E+11",0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,28.0
116,Mestrado/Doutorado,Inteligência Computacional,47101158743-9,"1,013E+11",0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,30.0
117,Mestrado/Doutorado,PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL,47101174947-9,"1,033E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
118,Mestrado/Doutorado,Sistemas embarcados,47101175379-6,"1,007E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
119,Mestrado/Doutorado,Sistemas de Computação,47101149755-8,"1,055E+11",1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,26.0
120,Mestrado/Doutorado,Inteligência Computacional,47101146932-7,"1,016E+11",0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,28.0
121,Mestrado/Doutorado,Teoria da Computação,47101145930-0,"1,038E+11",1.0,3.0,1.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,41.0
122,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101160671-0,"1,045E+11",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0
123,Mestrado/Doutorado,Inteligência Computacional,47101161121-0,"1,007E+11",1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,16.0
124,Mestrado/Doutorado,Projeto de Sistemas e Circuitos,47101169041-0,"1,012E+11",0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,16.0
125,Mestrado/Doutorado,Redes de Computadores,47101175760-7,"1,017E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
126,Mestrado/Doutorado,Banco de Dados,47101158607-9,"1,048E+11",1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,22.0
127,Mestrado/Doutorado,Inteligência Computacional,47101146323-5,"1,016E+11",0.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,36.0
128,Mestrado/Doutorado,Sistemas Embarcados,47101145917-4,"1,003E+11",0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,28.0
129,Mestrado/Doutorado,Engenharia de Software e Banco de Dados,47101174097-4,"1,002E+11",0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,24.0
130,Mestrado/Doutorado,Metodologia e Técnicas da Computação\Banco de Dados,47101173500-0,"1,054E+11",2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,37.0
131,Mestrado/Doutorado,SISTEMAS INTEGRADOS E DISTRIBUÍDOS,47101154839-2,"1,034E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
132,Mestrado/Doutorado,Sistemas de Computação,47101172403-7,"1,032E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
133,Mestrado/Doutorado,Sistemas de Informação,47101175591-7,"1,041E+11",1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,26.0
134,Mestrado/Doutorado,Sistemas de Computação\Redes de Computadores,47101175182-0,"1,025E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
135,Autoavaliação,,47102173177-2,"1,047E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
136,Mestrado/Doutorado,Metodologia e Técnicas da Computação\Banco de Dados\Engenharia de Dados e Conhecimento,47101167468-2,"1,046E+11",0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0
137,Mestrado/Doutorado,Projeto de Sistemas e Circuitos,47101148077-7,"1,007E+11",1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,30.0
138,Mestrado/Doutorado,Modelos Computacionais e Cognitivos,47101156457-2,"1,034E+11",1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,25.0
139,Mestrado/Doutorado,"Banco de Dados/Computação Gráfica, Imagens e Visualização",47101171895-3,"1,03E+11",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,25.0
140,Mestrado/Doutorado,Engenharia de Software,47101146561-2,"1,007E+11",1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,17.0
141,Mestrado/Doutorado,Informática na educação,47101172953-4,"1,015E+11",1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,24.0
142,Mestrado/Doutorado,DESENVOLVIMENTO DE JOGOS DIGITAIS,47101146065-6,"1,023E+11",0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,25.0
143,Mestrado/Doutorado,Projeto de Sistemas e Circuitos,47101146331-3,"1,033E+11",0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,24.0
144,Mestrado/Doutorado,Outras\Inteligência Artificial,47101146686-6,"1,042E+11",0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,22.0
145,Mestrado/Doutorado,Inteligência Computacional,47101160015-8,"1,05E+11",2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,40.0
146,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",47101171858-0,"1,004E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
147,Mestrado/Doutorado,Arquitetura de Sistemas Computacionais,47101163502-5,"1,052E+11",1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,39.0
148,Mestrado/Doutorado,Inteligência Computacional,47101170030-0,"1,002E+11",0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,23.0
149,Mestrado/Doutorado,Metodologia da Computação,47101172981-9,"1,05E+11",2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,42.0
150,Mestrado/Doutorado,Redes de Computadores,47101148498-2,"1,016E+11",1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,17.0
151,Mestrado/Doutorado,Processamento Grafico,47101158846-6,"1,007E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
152,Mestrado/Doutorado,Inteligência Artificial,47101171296-0,"1,055E+11",1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,28.0
153,Mestrado/Doutorado,Processamento de Imagens e Sinais,47101172742-1,"1,049E+11",1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,22.0
154,Mestrado/Doutorado,Fundamentos da Computação,47101174039-5,"1,022E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
155,Mestrado/Doutorado,Tecnologia da Informação,47101161218-9,"1,016E+11",2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,29.0
156,Mestrado/Doutorado,Computação móvel,47101148879-5,"1,055E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
157,Autoavaliação,,47102164270-0,"1,053E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
158,Mestrado/Doutorado,Sistemas de Computação,47101174854-0,"1,019E+11",2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,28.0
159,Mestrado/Doutorado,Computação Aplicada,47101171564-7,"1,04E+11",0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,32.0
160,Mestrado/Doutorado,Tecnologia da Informação,47101177165-6,"1,021E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
161,Mestrado/Doutorado,Inteligência artificial,47101150844-5,"1,016E+11",1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,38.0
162,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuidos,47101166196-9,"1,046E+11",0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,23.0
163,Mestrado/Doutorado,Otimização,47101175337-3,"1,011E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
164,Mestrado/Doutorado,Informática e Educação,47101173849-5,"1,047E+11",1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,32.0
165,Mestrado/Doutorado,Sistemas de Computação,47101165697-9,"1,005E+11",1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,17.0
166,Mestrado/Doutorado,Bioinformática,47101164989-6,"1,007E+11",2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,32.0
167,Mestrado/Doutorado,Tecnologia da Informação,47101172660-0,"1,016E+11",1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,34.0
168,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuidos,47101174625-0,"1,01E+11",0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0
169,Mestrado/Doutorado,Bioinformática e Computação Bioinspirada,47101148197-0,"1,048E+11",2.0,3.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,34.0
170,Autoavaliação,,47102168592-4,"1,053E+11",1.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,33.0
171,Mestrado/Doutorado,Mecânica dos Fluidos Computacional/Otimização/Modelos Estocásticos,47101164103-2,"1,049E+11",0.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,21.0
172,Mestrado/Doutorado,Redes de Computadores e Sistemas Embarcados,47101146077-4,"1,026E+11",0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,26.0
173,Mestrado/Doutorado,Modelagem Computacional,47101158253-0,"1,046E+11",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,17.0
174,Mestrado/Doutorado,Sistemas de Computação,47101148483-4,"1,02E+11",2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,25.0
175,Mestrado/Doutorado,Modelagem e Métodos Computacionais,47101150091-8,"1,014E+11",1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0
176,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101147587-5,"1,053E+11",1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,27.0
177,Mestrado/Doutorado,Otimização,47101158354-8,"1,036E+11",0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,30.0
178,Mestrado/Doutorado,Business intelligence,47101154048-2,"1,005E+11",1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,20.0
179,Mestrado/Doutorado,Engenharia de Software,47101174960-5,"1,012E+11",0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,25.0
180,Mestrado/Doutorado,Inteligência Computacional,47101177295-8,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
181,Mestrado/Doutorado,Aprendizagem de Máquina e Sistemas Inteligentes,47101174540-0,"1,013E+11",0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,22.0
182,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,47101162241-0,"1,049E+11",0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,38.0
183,Mestrado/Doutorado,Sistemas de Computação\Redes de Computadores,47101160112-5,"1,046E+11",2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,46.0
184,Mestrado/Doutorado,Metodologia e Técnicas da Computação\ Engenharia de Software\Reuso de Software,47101175836-0,"1,016E+11",2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0,30.0
185,Mestrado/Doutorado,Modelos Computacionais e Cognitivos,47101146977-0,"1,01E+11",1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,31.0
186,Mestrado/Doutorado,Bioinformática,47101174406-0,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
187,Mestrado/Doutorado,Projeto de Sistemas Eletrônicos e Computacionais,47101173487-9,"1,005E+11",0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,25.0
188,Autoavaliação,,47102151035-9,"1,053E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
189,Mestrado/Doutorado,Representação do conhecimento e raciocínio,47101164624-5,"1,046E+11",0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,30.0
190,Mestrado/Doutorado,Sistemas Embarcados,47101175082-2,"1,01E+11",1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,29.0
191,Mestrado/Doutorado,Arquitetura de Sistemas Computacionais,47101177118-5,"1,052E+11",0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,21.0
192,Mestrado/Doutorado,Computação Gráfica e Processamento de Imagens,47101159328-0,"1,048E+11",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,19.0
193,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,47101158921-7,"1,036E+11",1.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,30.0
194,Mestrado/Doutorado,Inteligência Computacional,47101146884-0,"1,016E+11",0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,22.0
195,Autoavaliação,,47102175141-0,"1,048E+11",3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,23.0
196,Mestrado/Doutorado,Metodologia e Técnicas da Computação\Banco de Dados\Engenharia de Dados e Conhecimento,47101174375-0,"1,052E+11",0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,22.0
197,Mestrado/Doutorado,"SINAIS, SISTEMAS DIGITAIS E GRÁFICOS",47101174987-1,"1,01E+11",0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,35.0
198,Mestrado/Doutorado,Engenharia de Software,47101158165-1,"1,016E+11",1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,28.0
199,Mestrado/Doutorado,Sistemas Distribui?dos,47101157876-4,"1,01E+11",1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,38.0
200,Mestrado/Doutorado,Big Data,47101171788-8,"1,025E+11",0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,26.0
201,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,47101174933-0,"1,053E+11",2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,36.0
202,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",47101162558-0,"1,053E+11",2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,34.0
203,Mestrado/Doutorado,Visualização de Informações,47101176930-3,"1,039E+11",0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,34.0
