,INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
2196,39402640213-2,M,Fortaleza,CE,2-Autoavaliação,2,Fortaleza - CE,2016
2197,39401649527-6,M,Russas,CE,1-Mestrado/Doutorado,1,Mossoró - RN,2016
2198,39401666954-1,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2199,39401683648-3,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2200,39401666699-2,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2201,39401666996-4,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2202,39401649570-7,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2203,39401684959-0,M,Itapororoca,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
2204,39401640197-7,M,Vitória,ES,1-Mestrado/Doutorado,1,Alegre - ES,2016
2205,39401670905-8,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2206,39401673809-0,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2207,39402645242-9,M,Lima,OU,2-Autoavaliação,2,Lima - PERU,2016
2208,39401674912-1,M,Santa Rita,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
2209,39401672699-2,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2210,39401641426-8,M,AZANGARO,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2211,39401673850-0,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2212,39401676492-3,M,Lima,TO,1-Mestrado/Doutorado,1,Lima - PERU,2016
2213,39401671300-0,M,Santo Andre,SP,1-Mestrado/Doutorado,1,Santo André - SP,2016
2214,39401684183-6,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2215,39401664068-1,M,Cusco,PE,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2216,39401649758-5,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2217,39401642485-3,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2218,39401673013-0,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2219,39401668609-1,F,Itajaí,SC,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2220,39401647885-4,F,Arcos,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
2221,39402640723-7,F,Vitória da Conquista,BA,2-Autoavaliação,2,Vitória da Conquista - BA,2016
2222,39401663484-0,M,São Cristóvão,SE,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2016
2223,39401671710-8,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2224,39402650826-0,F,Urupês,SP,2-Autoavaliação,2,São José do Rio Preto - SP,2016
2225,39401684631-1,F,Blumenau,SC,1-Mestrado/Doutorado,1,Joinville - SC,2016
2226,39401659682-8,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2227,39401659856-8,F,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
2228,39401653302-2,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2229,39401682702-1,F,Chapecó,SC,1-Mestrado/Doutorado,1,Chapecó - SC,2016
2230,39402648274-2,F,Goiânia,GO,2-Autoavaliação,2,Goiânia - GO,2016
2231,39401653985-1,F,Porto Alegre,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2232,39401657660-9,F,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2233,39401672192-6,F,Duque de Caxias,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2234,39401644035-6,M,Balsas,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2016
2235,39401640665-9,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2236,39401672703-6,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2237,39401662828-4,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2238,39401649727-0,M,São João do Jaguaribe,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2239,39401639932-8,M,Américo de Campos,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2016
2240,39401645554-5,M,Osasco,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2241,39401675318-4,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2242,39401660521-0,M,Mineiros do Tietê,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
2243,39401683260-0,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2244,39401646170-9,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2245,39401646390-0,M,Canoas,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2246,39401669164-0,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2247,39401668112-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2248,39401641413-0,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2249,39401661521-6,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2250,39401662368-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2251,39401635706-3,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2252,39401662737-5,F,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2016
2253,39401658373-1,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2254,39401645724-5,F,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2255,39401671056-0,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2016
2256,39401672305-7,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
2257,39401653956-7,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasilia - DF,2016
2258,39401659588-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2259,39402640256-5,M,Picos,PI,2-Autoavaliação,2,Teresina - PI,2016
2260,39402673777-3,M,Ponta Grossa,PR,2-Autoavaliação,2,Curitiba - PR,2016
2261,39401664601-6,M,Alegrete,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2262,39401671013-7,F,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2263,39401641116-8,F,Frederico Westphalen,RS,1-Mestrado/Doutorado,1,Chapecó - SC,2016
2264,39401640032-0,F,Águas Mornas,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2265,39401672116-0,M,Salvaterra,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2266,39401666552-2,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2267,39401672754-7,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2268,39401640759-8,F,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2269,39401682851-0,F,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
2270,39401681427-0,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2271,39401682337-7,F,Cotia,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2272,39401639142-8,M,Arapiraca,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2273,39401669484-9,M,Colatina,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2274,39401663183-9,M,Gaspar,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2275,39401663137-8,F,AREQUIPA,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2276,39401673143-1,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2277,39401636323-7,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2278,39401677454-7,M,Garça,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
2279,39401640747-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2280,39401672809-3,F,Blumenau,SC,1-Mestrado/Doutorado,1,Joinville - SC,2016
2281,39402672384-6,F,Viçosa,MG,2-Autoavaliação,2,Viçosa - MG,2016
2282,39401640114-1,F,Picos,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2283,39401664490-5,F,arequipa,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2284,39401669791-9,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2016
2285,39401682971-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2286,39401668759-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2287,39401670971-5,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2288,39401667235-0,M,Juazeiro do Norte,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2289,39401650416-9,F,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2290,39401638942-0,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2291,39401636678-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2292,39401684363-4,M,São José dos Campos,SP,1-Mestrado/Doutorado,1,São José dos Campus - SP,2016
2293,39401650473-8,M,Cusco,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2294,39401638430-5,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2295,39401670657-7,F,Alegrete,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2296,39401660187-0,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2297,39401635021-9,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2298,39402640184-2,M,Campinas,SP,2-Autoavaliação,2,Campinas - SP,2016
2299,39401673645-8,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2300,39401635068-1,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2301,39401657028-2,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
2302,39401668246-5,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina - PR,2016
2303,39401642649-5,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2304,39401641576-6,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2305,39401668447-0,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2306,39401638251-7,M,São Luís,MA,1-Mestrado/Doutorado,1,Teresina - PI,2016
2307,39401658830-5,M,Campinas,SP,1-Mestrado/Doutorado,1,Belém - PA,2016
2308,39401641409-1,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2309,39402649645-3,F,Teresina,PI,2-Autoavaliação,2,Teresina - PI,2016
2310,39401651477-4,F,Maringá,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
2311,39401636450-9,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2312,39401653520-3,F,Patos de Minas,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2313,39401641279-4,F,Chapecó,SC,1-Mestrado/Doutorado,1,Chapecó - SC,2016
2314,39401639110-3,F,Palmas,TO,1-Mestrado/Doutorado,1,Palmas - TO,2016
2315,39401684584-5,F,Franca,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
2316,39401672907-0,F,Campinas,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
2317,39401641486-7,F,Prados,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
2318,39402671883-6,F,Camboriú,SC,2-Autoavaliação,2,Florianópolis - SC,2016
2319,39401673642-8,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2320,39401667433-5,F,Rio Piracicaba,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
2321,39402666961-3,F,São João Del Rei,MG,2-Autoavaliação,2,Lavras - MG,2016
2322,39402683622-0,F,São Paulo,SP,2-Autoavaliação,2,São Paulo - SP,2016
2323,39401670280-2,F,Serra,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2324,39401685053-0,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2325,39401665570-2,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2326,39401640231-5,F,Londrina,PR,1-Mestrado/Doutorado,1,Londrina - PR,2016
2327,39401636312-9,F,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
2328,39401640502-2,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2329,39401649558-0,F,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2016
2330,39401637446-7,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2331,39401683614-9,F,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2332,39401682811-7,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2333,39401665447-0,F,Barra do Garças,MT,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2334,39401667921-3,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2335,39401667018-0,F,Taquara,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2336,39401638778-0,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2337,39401670635-0,F,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2338,39401665800-7,M,Araraquara,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
2339,39401684822-8,M,Oeiras,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2340,39401670056-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2341,39401659216-1,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2342,39401685066-9,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Teresina - PI,2016
2343,39401676277-2,F,Mauá,SP,1-Mestrado/Doutorado,1,Santo André - SP,2016
2344,39401659209-3,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
2345,39401665764-9,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2016
2346,39401674416-5,M,Jataí,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2347,39401669029-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2348,39401663012-4,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
2349,39401653297-9,M,Bagé,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2350,39401672302-7,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2351,39401682350-3,M,Cajamar,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2352,39402682443-6,M,Juiz de Fora,MG,2-Autoavaliação,2,Juiz de Fora - MG,2016
2353,39401660646-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2354,39401645128-1,M,Carmo do Paranaíba,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2355,39401679103-7,F,Jataí,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2356,39401673413-9,M,Imperatriz,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2016
2357,39401666338-1,M,Rio do Sul,SC,1-Mestrado/Doutorado,1,Joinville - SC,2016
2358,39401670989-3,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2016
2359,39401648800-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2360,39401680589-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2361,39401651242-5,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2362,39401655832-6,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2363,39401635687-1,M,Alfenas,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2016
2364,39401685069-9,M,Guarapuava,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2365,39401672952-1,M,Imperatriz,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2016
2366,39401642778-7,M,Ibitinga,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
2367,39401672711-4,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2368,39401640755-8,M,Marília,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2016
2369,39401666230-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2370,39401685126-3,F,Coxim,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2371,39401674430-1,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
2372,39401635979-5,M,Cruz Alta,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2373,39401684402-2,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora - MG,2016
2374,39401670192-3,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2375,39401663089-1,M,Curitiba,PR,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2376,39401660255-2,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
2377,39401675259-0,M,Patrocínio,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2378,39401652049-7,M,Esperança,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2379,39401664913-6,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
2380,39401670289-2,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2381,39401681868-1,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2016
2382,39401683391-2,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2383,39401656207-4,M,Joinville,SC,1-Mestrado/Doutorado,1,Belém - PA,2016
2384,39401657688-5,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2385,39401652215-7,M,Campinas do Sul,RS,1-Mestrado/Doutorado,1,Erechim - RS,2016
2386,39401642681-8,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2387,39401667236-0,M,Nova Palma,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2388,39401665597-9,M,Matão,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
2389,39401672306-7,M,Vila Lângaro,RS,1-Mestrado/Doutorado,1,Erechim - RS,2016
2390,39401640617-8,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2391,39401641080-8,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2392,39401641432-6,M,Santos,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2393,39401666746-9,M,Poços de Caldas,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2016
2394,39401640020-2,M,Guaranésia,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2016
2395,39401665286-9,M,Santos,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2396,39401639643-4,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2016
2397,39401638638-0,M,Araçagi,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
2398,39401659805-7,M,Nova Iguaçu,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2399,39401667606-5,M,Itajaí,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2400,39401674594-8,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2401,39402671404-1,M,Campina Grande,PB,2-Autoavaliação,2,Campina Grande - PB,2016
2402,39401654290-5,M,Tatuí,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2403,39401667849-2,M,Foz do Iguaçu,PR,1-Mestrado/Doutorado,1,Foz do Iguaçu - PR,2016
2404,39401635537-3,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2405,39401674690-5,M,Curitibanos,SC,1-Mestrado/Doutorado,1,Joinville - SC,2016
2406,39401642526-1,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2407,39401660202-1,M,Tenente Portela,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2408,39401668131-0,M,Bagé,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2409,39401673761-1,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2410,39401670104-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2411,39401660136-9,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2412,39401667751-3,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2413,39401683710-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2414,39401637359-8,M,Ponta Porã,MS,1-Mestrado/Doutorado,1,Ponta Porã - MS,2016
2415,39401685169-6,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2416,39401636723-6,M,Canoas,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2417,39401670143-2,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2418,39401671495-1,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2419,39401636667-1,M,Mamborê,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
2420,39401669508-0,M,Barra do Garças,MT,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2421,39402671527-5,M,Fortaleza,CE,2-Autoavaliação,2,Fortaleza - CE,2016
2422,39401636097-2,M,Paranavaí,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
2423,39401684587-5,M,Presidente Epitácio,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2016
2424,39401684299-1,M,Salvador,BA,1-Mestrado/Doutorado,1,Salvador - BA,2016
2425,39401665674-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,Belém - PA,2016
2426,39401652690-1,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
2427,39401657024-2,M,União da Vitória,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2428,39402667078-2,M,Cambé,PR,2-Autoavaliação,2,Londrina - PR,2016
2429,39401653270-2,M,Juliaca,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2430,39401643002-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2431,39401648445-9,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2432,39401658914-6,M,Nova Iguaçu,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2433,39401643129-9,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2434,39402685023-0,M,Frutal,MG,2-Autoavaliação,2,São José do Rio Preto - SP,2016
2435,39401658719-1,M,Parauapebas,PA,1-Mestrado/Doutorado,1,Teresina - PI,2016
2436,39401636504-5,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2437,39401667635-0,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
2438,39401673603-5,F,Guarapuava,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2439,39401683437-0,F,Ilhéus,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2016
2440,39401684092-7,F,Bandeirantes,PR,1-Mestrado/Doutorado,1,Londrina - PR,2016
2441,39401654706-8,F,Batayporã,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2442,39401649195-4,F,Nova Iguaçu,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2443,39401669691-1,F,Bagé,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2444,39401635728-0,F,São João da Boa Vista,SP,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2016
2445,39401648326-5,F,Lima,OU,1-Mestrado/Doutorado,1,Lima - PERU,2016
2446,39401666147-5,F,Araçatuba,SP,1-Mestrado/Doutorado,1,Londrina - PR,2016
2447,39402684592-7,F,Cascavel,PR,2-Autoavaliação,2,Cascavel - PR,2016
2448,39401654137-9,F,Picos,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2449,39401640067-5,M,Divinópolis,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
2450,39401670809-0,F,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2451,39401672386-2,F,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2452,39401684139-5,F,Palmas,PR,1-Mestrado/Doutorado,1,Chapecó - SC,2016
2453,39401684855-2,F,Santos,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
2454,39401637530-6,F,Belford Roxo,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2455,39401637343-0,F,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2016
2456,39401663975-9,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2457,39401668194-9,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
2458,39402640510-4,F,São Julião,PI,2-Autoavaliação,2,Teresina - PI,2016
2459,39401662597-0,F,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2460,39401673337-8,M,Cerquilho,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
2461,39401636046-1,F,Garça,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
2462,39401673947-0,F,Aragarças,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2463,39401652503-0,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Salvador - BA,2016
2464,39401682345-5,M,Ijuí,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2465,39401644807-0,F,Patos de Minas,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2466,39401659361-0,F,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2467,39401669375-3,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2468,39401645728-5,F,Marituba,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2469,39401642599-9,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2470,39401682497-3,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
2471,39401642725-6,M,Campina Grande,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
2472,39401671410-6,M,Bandeirantes,PR,1-Mestrado/Doutorado,1,Londrina - PR,2016
2473,39401636542-8,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2474,39401684632-1,M,Avaré,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
2475,39401666784-1,M,Lucélia,SP,1-Mestrado/Doutorado,1,Maringá - PR,2016
